,0
659,6798.686
660,4203.977
661,5497.988
662,704.727
663,204.531
664,204.993
665,5502.494
666,298.656
667,6903.25
668,5199.631
669,698.526
670,5202.264
671,4805.795
672,3299.629
673,1199.954
674,6204.456
675,903.563
676,899.921
677,1298.804
678,5303.395
679,1096.408
680,6699.066
681,5295.853
682,1102.52
683,1098.81
684,895.115
685,5303.446
686,696.248
687,7303.989
688,399.077
689,498.915
690,6102.901
691,499.893
692,5502.648
693,7197.715
694,6701.368
695,4701.343
696,1103.365
697,1102.359
698,5300.669
699,5798.17
700,5498.279
701,7098.995
702,8001.413
703,6401.327
704,6298.63
705,896.144
706,605.668
707,601.99
708,1004.398
709,1102.912
710,5401.853
711,5501.959
712,799.843
713,6002.806
714,799.423
715,702.863
716,5499.769
717,601.135
718,5796.06
719,5302.445
720,500.136
721,1400.842
722,6101.986
723,902.284
724,5103.563
725,4602.596
726,5597.898
727,5800.131
728,4798.007
729,5799.645
730,793.336
731,4699.868
732,6700.616
733,202.393
734,4401.103
735,5899.887
736,4301.685
737,1198.491
738,1297.545
739,1200.287
740,1099.371
741,1200.82
742,1005.246
743,4495.471
744,299.414
745,3802.965
746,205.162
747,7097.175
748,5900.953
749,5199.173
750,697.623
751,4500.129
752,5700.149
753,5602.043
754,5786.907
755,5700.509
756,900.978
757,696.204
758,397.865
759,497.299
760,4100.677
761,5998.01
762,802.419
763,897.909
764,802.564
765,7198.878
766,4500.048
767,3802.348
768,5799.822
769,298.86
770,1601.729
771,3898.857
772,5302.731
773,404.016
774,4896.094
775,5497.505
776,3904.556
777,998.691
778,5302.659
779,4602.376
780,5703.111
781,800.614
782,795.829
783,303.142
784,3899.059
785,7998.675
786,4001.745
787,199.314
788,7100.919
789,6803.834
790,7604.228
791,4502.224
792,797.829
793,1096.916
794,7099.537
795,6401.814
796,205.125
797,6300.652
798,5300.199
799,402.726
800,7097.423
801,5798.256
802,8094.88
803,904.522
804,6701.197
805,7197.712
806,7796.417
807,7102.002
808,496.112
809,7801.715
810,900.139
811,4496.186
812,1606.118
813,701.823
814,4407.215
815,803.343
816,5604.284
817,5499.879
818,696.443
819,1195.79
820,3996.241
821,5705.738
822,4102.653
823,705.37
824,597.84
825,503.68
826,898.184
827,5400.887
828,604.651
829,4802.579
830,397.82
831,4398.849
832,4901.211
833,4897.041
834,6002.597
835,4798.586
836,1099.392
837,4602.564
838,5499.546
839,801.147
840,800.74
841,6901.676
842,800.604
843,804.989
844,796.144
845,494.961
846,5999.726
847,1202.031
848,4800.093
849,5801.27
850,4800.302
851,1201.56
852,4704.892
853,501.227
854,5400.273
855,1000.995
856,6998.394
857,6301.608
858,799.987
859,5397.412
860,5099.637
861,415.121
862,4800.468
863,3601.153
864,1599.827
865,1305.175
866,4196.807
867,5899.283
868,4803.301
869,4698.243
870,1096.594
871,4697.721
872,1295.814
873,895.835
874,5799.814
875,4303.256
876,6105.024
877,2800.849
878,4595.799
879,5203.889
880,5703.437
881,6902.016
882,4303.51
883,898.074
884,5500.238
885,5499.0
886,5200.533
887,1799.999
888,3998.847
889,6300.296
890,5501.253
891,5602.22
892,4803.386
893,3799.53
894,600.37
895,602.876
896,901.981
897,994.444
898,806.565
899,695.213
900,4299.184
901,4799.775
902,4600.933
903,498.172
904,602.156
905,6499.649
906,6099.218
907,1098.939
908,5904.496
909,4699.232
910,6099.209
911,5904.264
912,701.715
913,4304.954
914,597.794
915,600.068
916,4195.857
917,799.978
918,4203.547
919,3999.811
920,5400.162
921,4903.996
922,205.547
923,6001.038
924,6102.536
925,6298.875
926,902.184
927,6099.739
928,900.053
929,604.67
930,5900.271
931,5199.769
932,6295.66
933,301.488
934,300.112
935,300.58
936,6299.594
937,5798.032
938,7599.217
939,805.03
940,5302.601
941,4801.172
942,5396.929
943,903.539
944,5696.384
945,4503.75
946,4105.357
947,5201.448
948,5103.703
949,500.098
950,499.959
951,398.877
952,4998.506
953,7801.578
954,6295.647
955,6098.532
956,903.127
957,5797.635
958,699.946
959,600.885
960,3593.44
961,6000.376
962,5004.884
963,7200.622
964,4899.93
965,902.019
966,902.537
967,904.825
968,904.896
969,5595.538
970,3298.01
971,800.233
972,4598.202
973,5101.65
974,5302.741
975,5998.657
976,797.986
977,700.958
978,601.181
979,503.001
980,400.438
981,5197.804
982,4998.628
983,299.121
984,499.232
985,4603.696
986,498.235
987,2200.701
988,3699.593
989,698.673
990,1101.708
991,1901.584
992,498.358
993,1097.962
994,901.44
995,1005.693
996,697.666
997,695.062
998,401.214
999,702.38
