,0
506,5104.982
507,299.917
508,4998.374
509,2002.573
510,3303.953
511,3797.998
512,4994.73
513,5497.378
514,2804.744
515,3698.911
516,4202.215
517,4000.168
518,1799.387
519,4205.859
520,5599.349
521,4698.431
522,3602.46
523,4496.851
524,4997.93
525,3603.912
526,5101.631
527,4302.356
528,5196.741
529,3804.142
530,4197.883
531,5301.27
532,3395.093
533,5304.078
534,3699.744
535,2598.064
536,4797.339
537,2698.566
538,2402.186
539,5204.539
540,3701.689
541,2702.922
542,6199.554
543,4107.485
544,4800.782
545,2099.531
546,2804.444
547,5104.08
548,3704.686
549,5001.15
550,4604.564
551,4102.742
552,3300.451
553,4897.904
554,4899.467
555,6204.54
556,5100.283
557,3998.098
558,2299.449
559,3803.434
560,5002.579
561,3600.86
562,2403.769
563,2604.681
564,2399.422
565,5402.674
566,3105.995
567,4298.817
568,1399.854
569,5002.916
570,4308.922
571,511.178
572,2303.086
573,4404.444
574,26.248
575,7005.51
576,1004.771
577,2202.501
578,2692.959
579,2394.568
580,6997.568
581,6202.336
582,6200.976
583,3999.144
584,6198.719
585,4001.805
586,4997.84
587,3699.901
588,5099.02
589,4003.6
590,5998.731
591,5698.813
592,3901.204
593,5196.866
594,4806.192
595,4204.962
596,5306.022
597,2798.809
598,8799.546
599,4799.78
600,798.692
601,3509.279
602,4912.593
603,1900.265
604,4309.409
605,4604.424
606,6803.196
607,4601.525
608,5498.473
609,4799.314
610,4402.739
611,6503.444
612,5305.252
613,3802.179
614,4500.649
615,1705.608
616,2098.385
617,2201.174
618,5202.313
619,6401.284
620,3701.521
621,4796.505
622,4697.774
623,5300.726
624,5302.521
625,5098.157
626,6496.343
627,2203.456
628,5099.596
629,3902.158
630,404.115
631,4805.124
632,4305.387
633,3104.548
634,5298.705
635,5198.798
636,5995.358
637,3997.989
638,4601.554
639,212.125
640,309.257
641,3009.045
642,3999.491
643,3603.766
644,4902.575
645,5002.75
646,6802.818
647,5200.597
648,901.872
649,5701.26
650,5201.345
651,3601.001
652,6594.287
653,4104.46
654,3499.952
655,4403.371
656,2498.353
657,2903.981
658,3895.957
659,4100.98
660,3304.581
661,6098.776
662,4197.865
663,6301.798
664,6299.493
665,6101.249
666,400.148
667,4900.358
668,5000.345
669,5000.348
670,3901.675
671,600.492
672,6904.461
673,6006.406
674,3601.693
675,2802.447
676,4298.474
677,5602.615
678,3696.658
679,4298.395
680,404.19
681,401.83
682,3100.165
683,2506.65
684,1202.375
685,4495.144
686,1200.885
687,6606.454
688,4100.367
689,3900.124
690,2103.905
691,1691.84
692,501.288
693,3402.624
694,6901.385
695,4201.762
696,4205.504
697,4402.681
698,1202.84
699,5300.732
700,2299.627
701,6204.126
702,983.615
703,4002.993
704,5601.416
705,5202.216
706,2101.976
707,3898.28
708,5500.835
709,4405.245
710,3704.439
711,5096.817
712,5605.753
713,5502.305
714,2999.22
715,4102.999
716,545.431
717,4600.014
718,4407.971
719,4699.81
720,3502.637
721,3402.08
722,5003.867
723,6498.892
724,3904.967
725,4800.204
726,4303.573
727,5800.973
728,3406.245
729,5101.331
730,5894.99
731,3793.114
732,5602.22
